This Talk2U-CSEF-hate-speech-pilot-dataset is made available under the Open Data Commons Attribution License: http://opendatacommons.org/licenses/by/1.0/ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Content from the Talk2U-CSEF-hate-speech-pilot-dataset is made available under the CC BY-NC. Attibutions to Talk2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61356260,2023-04-11 13:05:48,2023-04-14 16:08:25,,a,,,,,2,,,Research Wave 1,Victim - React,1,as,,7,Yes,2023-04-11T13:05:49.100985-03:00,Yes,Provavelmente,Não sei dizer,Provavelmente,Provavelmente não,,4,,SP,,,,,,,5,1,2,,,,23,Female,,Branco,não,Definitivamente,Definitivamente,Provavelmente,2023-04-11T13:10:41.355667-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,6,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,2023-04-11T14:41:39.331665-03:00,8,,,2023-04-11T13:24:29.743750-03:00,5,,11-04-2023 13:25,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61436247,2023-04-14 0:35:55,2023-04-26 6:45:24,,o,,,,,1,,,SH_8_final,Victim - React,6,os,,7,Yes,2023-04-14T00:35:55.675948-03:00,Yes,Definitivamente,Provavelmente não,Definitivamente,Provavelmente não,,2,10,SP,,,,,,,4,5,3,,3,3,20,Male,,Pardo,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,2023-04-14T00:39:38.951911-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,8_final,,5,37,2023-04-18T05:53:00.210562-03:00,10,10,,,10,10,2023-04-18T05:15:20.175586-03:00,5,,7,40,2023-04-23T09:00:55.099743-03:00,8,10,,,3,2023-04-23T08:20:18.095436-03:00,5,,7,8,,,7,42,2023-04-22T13:33:02.328792-03:00,10,10,,8,2023-04-22T12:50:09.483373-03:00,5,,1,,,,,4,10,8,,,,,35,2023-04-24T09:44:18.884143-03:00,9,,,2023-04-24T09:08:27.726889-03:00,5,,10,7,31,2023-04-22T12:49:06.874527-03:00,10,10,,,5,2023-04-22T12:17:09.027131-03:00,5,,,11,2023-04-14T00:54:38.693413-03:00,10,,,2023-04-14T00:42:53.918674-03:00,5,,23-04-2023 08:24,,,,,,,,,,,,,,,,,,24,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,10,Definitivamente não,Definitivamente,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61420768,2023-04-13 13:15:02,2023-04-13 16:21:26,,o,Gordofobia - Observer,,,2023-04-13T13:16:22.592341-03:00,2,0,Masculino,End of experience,Observer - React,4,os,,4,Yes,2023-04-13T13:15:02.830430-03:00,Yes,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,Observer,Don't react,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,5,12,2023-04-13T13:55:28.682708-03:00,9,7,B,É tudo muito rápido,2,2,2023-04-13T13:43:12.549995-03:00,5,,,,,,,,,,,,,7,4,,,7,10,2023-04-13T16:20:37.481836-03:00,9,9,,2,2023-04-13T16:10:18.061290-03:00,5,,0,,,,,9,,,,,,,,,,,,,,,9,7,8,2023-04-13T16:09:40.740524-03:00,9,9,,,4,2023-04-13T16:01:02.592617-03:00,5,,,10,2023-04-13T13:41:51.415350-03:00,8,,,2023-04-13T13:31:12.529739-03:00,5,,13-04-2023 16:11,"""""",,,,,,,,,,,,,,,,,13,04,2023,3,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61058692,2023-04-10 14:51:27,2023-04-10 14:58:56,,a,Gordofobia - Observer,,,2023-04-10T14:53:06.846551-03:00,,0,Feminino,CS - Gordofobia - Observer - 1,,0,as,,,Yes,2023-04-10T14:51:28.139064-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,bd3ee7c5-1966-4a0b-89e7-6ae099483766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 14:57,,,,,,,,,,,,,,Yes,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61093405,2023-04-10 21:33:11,2023-04-27 17:40:22,,a,,,,,1,,,End of experience,Observer - React,3,as,,3,Yes,2023-04-10T21:33:11.288657-03:00,Yes,Provavelmente,Definitivamente não,Provavelmente,Definitivamente não,,0,,MG,,,,,,,5,5,5,,0,0,24,Female,,Pardo,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,2023-04-10T21:39:18.319457-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,5,11,2023-04-14T22:07:41.327476-03:00,9,9,,,8,8,2023-04-14T21:56:39.120659-03:00,5,,,,,,,,,,,,,7,10,,,7,9,2023-04-14T22:19:15.380690-03:00,10,10,,7,2023-04-14T22:09:26.707899-03:00,5,,0,,,,,10,,,,,,,,,,,,,,,9,2s,,,,,,,10,2023-04-14T22:08:07.791614-03:00,,,,10,2023-04-10T21:52:37.441667-03:00,10,,,2023-04-10T21:42:25.465712-03:00,5,,14-04-2023 22:10,,,,,,,,,,,,,,,,,,14,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61061973,2023-04-10 16:35:14,2023-04-27 17:40:20,,a,,,,,2,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-10T16:35:15.027635-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,5,,SP,,,,,,,4,5,7,,,,22,Female,,Branco,Definitivamente,Provavelmente não,Definitivamente,Definitivamente não,2023-04-10T16:40:27.954237-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,6,,,,,,,6,2023-04-10T16:44:15.033009-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 16:50,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61574603,2023-04-17 14:34:40,2023-04-17 14:59:26,,o,LGBT 2 - Victim,,,2023-04-17T14:36:47.788423-03:00,,0,Masculino,Screening,Never Experienced,0,os,,2,Yes,2023-04-17T14:34:40.553703-03:00,Yes,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,Never had contact,,90ad04da-123b-42f8-9e20-dfa4f72e66d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-04-2023 14:53,,,,,,,,,,,,,,,,,,,,,,,,,Social media recruitment,,,,,,,,,,,
61093808,2023-04-10 21:52:10,2023-04-27 17:40:22,,a,,,,,2,,,Research Wave 1,Observer - Don't React,1,as,,1,Yes,2023-04-10T21:52:11.415877-03:00,Yes,Não sei dizer,Provavelmente,Provavelmente,Definitivamente não,,7,,ES,,,,,,,4,5,7,,,,19,Female,,Branco,Definitivamente,Definitivamente,Provavelmente,Definitivamente não,2023-04-11T09:27:11.798976-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,2023-04-11T09:42:57.001142-03:00,9,9,,4,2023-04-11T09:31:29.770094-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,2s,,,,,,,8,2023-04-11T09:30:15.400610-03:00,,,,,,,,,,,,11-04-2023 09:32,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096692,2023-04-11 6:06:17,2023-04-27 17:40:14,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T06:06:17.280813-03:00,Yes,Definitivamente,Provavelmente não,Provavelmente,Não sei dizer,,8,,RN,,,,,,,4,4,7,,,,23,Female,,Preto,não,Não sei dizer,Definitivamente,Provavelmente não,2023-04-11T06:11:08.100638-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61088557,2023-04-10 18:00:47,2023-04-10 18:21:22,,a,LGBT 2 - Observer,,,2023-04-10T18:03:28.034918-03:00,1,0,Feminino,7,Observer - Don't React,1,as,,2,Yes,2023-04-10T18:00:47.615106-03:00,Yes,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,Observer,Don't react,8546e806-4d8b-4eb2-a1ef-83cf674f9bcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,8,2023-04-10T18:21:11.063358-03:00,10,10,,,10,2023-04-10T18:12:36.996953-03:00,5,,,,,,,,,,,10-04-2023 18:15,"""""",,,,,,,,,,,,,,,,,10,04,2023,1,,Jonas,,UNICEF - recruitment,,,,,,,,,,,
61092900,2023-04-10 21:11:04,2023-04-24 18:51:34,,o,,,,,,,,Research Wave 1,Observer - React,0,os,,4,Yes,2023-04-10T21:11:05.073610-03:00,Yes,Provavelmente,Definitivamente não,Definitivamente,Definitivamente não,,8,5,MG,,,,,,,4,2,8,,10,10,20,Male,,Preto,Definitivamente não,Provavelmente,Provavelmente,Definitivamente não,2023-04-10T21:16:56.554312-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,7,Definitivamente,Definitivamente não,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61025356,2023-04-07 18:32:08,2023-04-11 21:33:31,,a,Gordofobia - Observer,,,2023-04-07T18:38:12.787265-03:00,2,0,Feminino,TAP_7,Observer - React,1,as,,4,Yes,2023-04-07T18:32:08.521298-03:00,Yes,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,Observer,Don't react,a75f0034-9dca-4596-a840-32544ed2fc98,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,3,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,2023-04-08T21:27:34.890197-03:00,10,,,2023-04-08T19:38:26.251181-03:00,3,,08-04-2023 19:39,"""""",,,,,,,,,,,,,,,,,8,04,2023,1,,Fernanda,,Press release - recruitment,,,,,,,,,,,
61096775,2023-04-11 6:27:02,2023-04-24 19:53:03,,a,,,,,,,,Research Wave 1,Never Experienced,0,as,,2,Yes,2023-04-11T06:27:02.644344-03:00,Yes,Provavelmente não,Provavelmente,Não sei dizer,Definitivamente não,,5,8,RJ,,,,,,,4,5,6,,5,6,20,Female,,Branco,Provavelmente,Definitivamente,Não sei dizer,Definitivamente não,2023-04-11T06:33:09.387576-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,6,Provavelmente não,Definitivamente,Não sei dizer,Definitivamente,Não sei dizer,Provavelmente,Definitivamente não,Definitivamente não
61354841,2023-04-11 12:15:08,2023-04-27 18:16:59,,a,,,,,1,,,End of experience,Never Experienced,2,as,,2,Yes,2023-04-11T12:15:08.530026-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente,Definitivamente não,,7,,MT,,,,,,,4,5,7,,7,6,23,Female,,Pardo,Definitivamente não,Provavelmente não,Definitivamente,Definitivamente não,2023-04-11T12:22:04.816962-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,24,2023-04-18T02:21:32.445760-03:00,7,8,,,8,2023-04-18T01:56:42.819735-03:00,4,,,,,,7,1547,2023-04-14T09:53:44.967021-03:00,10,10,,9,2023-04-13T08:06:13.916246-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-04-2023 01:57,,,,,,,,,,,,,,,,,,14,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,5,Definitivamente,Definitivamente não,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
60680622,2023-04-04 12:08:28,2023-04-21 12:16:47,48,o,,,,,2,,Masculino,HPT_1_start,Never Experienced,0,os,,2,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Never had contact,,9c6249ea-49f8-4da2-96d8-e92162454cbb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1_start,,,,,,,2023-04-18T12:16:00.595308-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-04-2023 12:10,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,Investor,,,,,,,,,,,
61096124,2023-04-11 1:10:46,2023-04-24 16:45:43,,o,,,,,,,,Research Wave 1,Observer - Don't React,0,os,,2,Yes,2023-04-11T01:10:46.854826-03:00,Yes,Definitivamente,Provavelmente não,Provavelmente,Definitivamente não,,7,,MS,,,,,,,4,5,8,,8,8,21,Male,,Branco,Definitivamente não,Não sei dizer,Definitivamente,Provavelmente não,2023-04-11T01:23:34.358716-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61373994,2023-04-11 18:17:47,2023-04-27 17:40:18,,a,,,,,1,,,End of experience,Never Experienced,2,as,,2,Yes,2023-04-11T18:17:47.782831-03:00,Yes,Provavelmente,Provavelmente,Definitivamente,Definitivamente não,,6,,PE,,,,,,,4,5,9,,7,8,19,Female,,Branco,Definitivamente não,Definitivamente,Definitivamente,Não sei dizer,2023-04-11T18:35:13.951820-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,6565,2023-04-17T08:19:07.666577-03:00,7,5,acredito que a meditação seria somente um passo para conseguir lidar com discursos de ódio,c,7,2023-04-12T18:53:57.474107-03:00,4,,,,,,7,11,2023-04-11T18:50:17.268346-03:00,10,8,,10,2023-04-11T18:38:57.473441-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-04-2023 08:07,,,,,,,,,,,,,,,,,,11,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096930,2023-04-11 6:59:57,2023-04-11 7:11:44,,o,Gordofobia - Victim,,,2023-04-11T07:01:18.217096-03:00,,0,Masculino,Screening,,0,os,,,Yes,2023-04-11T06:59:57.331672-03:00,Yes,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,90ad04da-123b-42f8-9e20-dfa4f72e66d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 07:06,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,,,,,,,,,,
61022174,2023-04-07 13:25:08,2023-04-27 17:40:10,,o,,,,,1,,,Research Wave 1,Victim - Don't React,0,os,,5,Yes,2023-04-07T13:25:08.848777-03:00,Yes,Definitivamente não,Não sei dizer,Definitivamente,Definitivamente não,,7,,MG,,,,,,,4,4,5,,,,22,Male,,Preto,Definitivamente,Provavelmente não,Definitivamente,Definitivamente não,2023-04-07T14:09:12.517351-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,3,,,,,,,3,2023-04-07T14:13:19.618638-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-04-2023 15:09,,,,,,,,,,,,,,,,,,,,,,,Jonas,,Press release - recruitment,,W2 - Research,,,,,,,,,
61349567,2023-04-11 9:13:22,2023-04-27 17:40:20,,a,,,,,2,,,Research Wave 1,Victim - React,1,as,,7,Yes,2023-04-11T09:13:22.840328-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente,Definitivamente não,,10,,AL,,,,,,,5,2,10,,,,22,Female,,Pardo,não,Definitivamente não,Definitivamente,Definitivamente não,2023-04-11T10:15:57.895733-03:00,Victim,React,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,,,,,,,,,,,,,6,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2023-04-11T16:42:42.023336-03:00,10,,,2023-04-11T16:21:58.856877-03:00,5,,11-04-2023 16:23,,,,,,,,,,,,,,,,,,11,04,2023,1,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61426631,2023-04-13 16:33:28,2023-04-14 14:05:10,,a,LGBT 2 - Observer,,,2023-04-13T16:36:31.972202-03:00,2,0,Feminino,End of experience,Observer - React,4,as,,4,Yes,2023-04-13T16:33:28.758909-03:00,Yes,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,Observer,Don't react,e87fb89e-9929-4659-bc7d-36debe3b8f71,,,5,16,2023-04-13T17:17:51.936361-03:00,7,10,,,7,6,2023-04-13T17:01:36.284032-03:00,5,,,,,,,,,,,,,7,4,,,7,9,2023-04-14T14:04:20.663190-03:00,10,10,,8,2023-04-14T13:54:26.159949-03:00,5,,0,,,,,5,,,,,,,,,,,,,,,8,7,9,2023-04-13T22:58:27.946701-03:00,7,9,,,5,2023-04-13T22:49:22.203248-03:00,5,,,10,2023-04-13T17:00:47.151388-03:00,10,,,2023-04-13T16:50:16.205356-03:00,5,,14-04-2023 13:55,"""""",,,,,,,,,,,,,,,,,13,04,2023,3,,Fernanda,,Press release - recruitment,,,,,,,,,,,
61093057,2023-04-10 21:16:46,2023-04-24 18:53:31,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-10T21:16:47.094111-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Definitivamente não,,7,8,SP,,,,,,,4,3,6,,6,6,21,Female,,Preto,Definitivamente não,Não sei dizer,Definitivamente,Definitivamente não,2023-04-10T21:23:56.034662-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,8,Definitivamente,Provavelmente não,Definitivamente não,Não sei dizer,Definitivamente,Provavelmente,Definitivamente não,Definitivamente não
61094541,2023-04-10 22:30:50,2023-04-24 18:49:38,,o,,,,,2,,,Research Wave 1,Observer - Don't React,2,os,,2,Yes,2023-04-10T22:30:51.082473-03:00,Yes,Definitivamente,Definitivamente não,Provavelmente,Definitivamente não,,7,10,MG,,,,,,,4,4,10,,10,10,23,Male,,Branco,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,2023-04-10T22:36:35.577313-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1455,2023-04-11T23:08:03.318121-03:00,10,10,,8,2023-04-10T22:52:43.993123-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,7,12,2023-04-10T22:51:59.325898-03:00,10,9,,,7,2023-04-10T22:39:45.539871-03:00,5,,,,,,,,,,,10-04-2023 22:54,,,,,,,,,,,,,,,,,,10,04,2023,1,,Fernanda,,Press release - recruitment,,W2 - Research,10,Definitivamente não,Definitivamente não,Definitivamente não,,,,,
62152174,2023-04-18 18:26:19,2023-04-24 12:41:15,,a,,,,,,,,Screening,Observer - React,0,as,,4,Yes,2023-04-18T18:26:19.342288-03:00,Yes,Provavelmente,Definitivamente não,Não sei dizer,Definitivamente não,,8,7,PB,,,,,,,4,5,8,,,,22,Female,,Branco,não,Provavelmente,Definitivamente,Provavelmente não,2023-04-19T09:38:28.641207-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOF recruitment,,W2 - Research,8,Definitivamente,Definitivamente não,Definitivamente não,Provavelmente não,Definitivamente,Definitivamente,Definitivamente não,Definitivamente não
61096463,2023-04-11 3:16:28,2023-04-27 17:40:05,,a,,,,,1,,,3,Observer - Don't React,0,as,,2,Yes,2023-04-11T03:16:28.568602-03:00,Yes,Definitivamente,Não sei dizer,Definitivamente,Definitivamente não,,8,,MG,,,,,,,4,5,8,,9,8,19,Female,,Branco,Provavelmente,Provavelmente,Provavelmente,Definitivamente não,2023-04-11T03:21:18.565588-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,7,2023-04-15T15:44:28.895375-03:00,,,,,,,,,,,,11-04-2023 03:23,,,,,,,,,,,,,,,,,,,,,,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61058581,2023-04-10 14:48:13,2023-04-27 17:40:07,,a,,,,,2,,,Research Wave 1,Victim - Don't React,0,as,,5,Yes,2023-04-10T14:48:13.472904-03:00,Yes,Provavelmente não,Provavelmente não,Definitivamente,Definitivamente não,,2,,PB,,,,,,,5,3,2,,,,23,Female,,Pardo,Não,Provavelmente,Provavelmente,Provavelmente não,2023-04-10T14:53:11.000752-03:00,Victim,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,3,,,,,,,0,2023-04-10T14:56:10.147286-03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-04-2023 14:57,,,,,,,,,,,,,,,,,,,,,,,Fernanda,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61352789,2023-04-11 11:09:14,2023-04-24 19:38:59,,a,,,,,,,,Research Wave 1,Observer - React,0,as,,4,Yes,2023-04-11T11:09:14.890326-03:00,Yes,Definitivamente,Definitivamente não,Definitivamente,Definitivamente não,,7,6,BA,,,,,,,4,1,7,,8,8,29,Female,,Pardo,Definitivamente não,Provavelmente,Definitivamente,Definitivamente não,2023-04-11T11:41:53.693694-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNICEF - recruitment,,W2 - Research,5,Não sei dizer,Provavelmente,Provavelmente não,Provavelmente,Definitivamente,Definitivamente,Definitivamente não,Provavelmente não
61092887,2023-04-10 21:10:44,2023-04-24 16:49:15,,a,,,,,1,,,Research Wave 1,Never Experienced,2,as,,2,Yes,2023-04-10T21:10:44.715961-03:00,Yes,Provavelmente,Provavelmente não,Definitivamente,Definitivamente não,,8,,Sp,,,,,,,5,4,8,,8,10,24,Female,,Preto,Não,Provavelmente,Definitivamente,Definitivamente não,2023-04-10T21:17:18.048350-03:00,Never had contact,,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,7,9,2023-04-11T21:55:30.343848-03:00,10,9,,,10,2023-04-11T21:45:41.331999-03:00,5,,,,,,7,21,2023-04-10T21:41:11.701532-03:00,9,9,,7,2023-04-10T21:19:48.508262-03:00,5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11-04-2023 21:47,,,,,,,,,,,,,,,,,,10,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
61096348,2023-04-11 2:19:11,2023-04-23 6:40:30,,a,LGBT 2 - Victim,,,2023-04-11T02:29:27.986730-03:00,2,0,Feminino,End of experience,Observer - React,3,as,,3,Yes,2023-04-11T02:19:11.967381-03:00,Yes,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,Observer,Don't react,cd1edd42-cce1-4d20-9919-7968a12d4151,,,5,173,2023-04-11T05:46:46.668075-03:00,9,10,,,8,8,2023-04-11T02:53:07.497784-03:00,4,,,,,,,,,,,,,7,9,,,2,,,,,,10,2023-04-12T18:16:04.870505-03:00,,,0,,,,,7,,,,,,,,,,,,,,,8,7,2188,2023-04-12T18:15:46.284504-03:00,8,8,,,3,2023-04-11T05:47:14.832713-03:00,5,,,10,2023-04-11T02:52:27.409353-03:00,10,,,2023-04-11T02:42:05.829188-03:00,5,,12-04-2023 12:34,,,,,,,,,,,,,,Yes,,,,12,04,2023,1,,Fernanda,,UNICEF - recruitment,,,,,,,,,,,
61351264,2023-04-11 10:21:24,2023-04-27 17:40:16,,o,,,,,1,,,Research Wave 1,Observer - Don't React,1,os,,1,Yes,2023-04-11T10:21:25.412155-03:00,Yes,Provavelmente,Provavelmente não,Provavelmente,Provavelmente não,,5,,BA,,,,,,,4,4,9,,10,10,19,Male,,Pardo,Definitivamente não,Definitivamente não,Provavelmente,Definitivamente,2023-04-11T10:28:43.873150-03:00,Observer,Don't react,8bd189a4-9c51-4c6d-9742-d3651739ff75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,10,2023-04-12T06:06:51.835450-03:00,,,0,,,,,,,,,,,,,,,,,,,,,7,9,2023-04-11T10:42:50.211294-03:00,8,8,,,0,2023-04-11T10:33:25.221521-03:00,5,,,,,,,,,,,11-04-2023 10:36,,,,,,,,,,,,,,,,,,11,04,2023,1,,Jonas,,UNICEF - recruitment,,W2 - Research,,,,,,,,,
